filename,width,height,class,xmin,ymin,xmax,ymax
0015707,800.0,600.0,32,490.0,426.0,541.0,465.0
0015707,800.0,600.0,32,577.0,463.0,619.0,504.0
0015707,800.0,600.0,32,632.0,460.0,666.0,508.0
0015707,800.0,600.0,32,645.0,393.0,683.0,437.0
0015707,800.0,600.0,32,675.0,380.0,713.0,411.0
0015707,800.0,600.0,32,710.0,359.0,745.0,410.0
0015707,800.0,600.0,32,713.0,403.0,746.0,448.0
0015707,800.0,600.0,5,351.0,427.0,402.0,469.0
0015708,800.0,600.0,32,246.0,209.0,292.0,254.0
0015708,800.0,600.0,32,255.0,279.0,293.0,322.0
0015708,800.0,600.0,32,484.0,217.0,522.0,271.0
0015708,800.0,600.0,32,677.0,317.0,717.0,365.0
0015708,800.0,600.0,8,365.0,74.0,395.0,100.0
0015710,800.0,600.0,12,329.0,48.0,367.0,83.0
0015710,800.0,600.0,8,399.0,66.0,442.0,112.0
0015710,800.0,600.0,8,544.0,81.0,583.0,116.0
0015711,800.0,600.0,8,301.0,96.0,337.0,129.0
0015711,800.0,600.0,8,393.0,121.0,421.0,148.0
0015711,800.0,600.0,8,395.0,157.0,426.0,185.0
0015711,800.0,600.0,8,318.0,161.0,348.0,194.0
0015711,800.0,600.0,8,273.0,213.0,301.0,243.0
0015711,800.0,600.0,8,217.0,231.0,254.0,267.0
0015711,800.0,600.0,8,500.0,30.0,526.0,63.0
0015712,800.0,600.0,34,484.0,239.0,534.0,324.0
0015712,800.0,600.0,6,230.0,166.0,277.0,216.0
0015712,800.0,600.0,7,431.0,121.0,472.0,173.0
0015712,800.0,600.0,7,170.0,376.0,209.0,419.0
0015712,800.0,600.0,7,505.0,562.0,534.0,592.0
0015712,800.0,600.0,7,740.0,158.0,771.0,183.0
0015712,800.0,600.0,6,469.0,53.0,506.0,83.0
0015712,800.0,600.0,11,127.0,235.0,159.0,255.0
0015712,800.0,600.0,11,495.0,123.0,530.0,150.0
0015712,800.0,600.0,8,561.0,151.0,588.0,184.0
0015712,800.0,600.0,8,513.0,172.0,544.0,201.0
0015714,800.0,600.0,32,353.0,137.0,401.0,185.0
0015714,800.0,600.0,32,222.0,180.0,269.0,235.0
0015714,800.0,600.0,32,196.0,237.0,233.0,286.0
0015714,800.0,600.0,32,175.0,301.0,215.0,351.0
0015714,800.0,600.0,8,253.0,236.0,277.0,270.0
0015714,800.0,600.0,8,350.0,241.0,387.0,276.0
0015714,800.0,600.0,8,387.0,80.0,418.0,108.0
0015714,800.0,600.0,8,499.0,122.0,528.0,160.0
0015715,800.0,600.0,32,125.0,161.0,170.0,209.0
0015715,800.0,600.0,32,209.0,154.0,264.0,197.0
0015715,800.0,600.0,32,341.0,193.0,379.0,254.0
0015715,800.0,600.0,32,416.0,129.0,468.0,173.0
0015715,800.0,600.0,32,749.0,188.0,784.0,245.0
0015715,800.0,600.0,32,659.0,251.0,708.0,292.0
0015715,800.0,600.0,32,410.0,250.0,455.0,283.0
0015715,800.0,600.0,32,335.0,276.0,386.0,321.0
0015715,800.0,600.0,32,219.0,208.0,279.0,247.0
0015715,800.0,600.0,32,231.0,241.0,275.0,284.0
0015715,800.0,600.0,32,196.0,242.0,236.0,292.0
0015715,800.0,600.0,32,94.0,314.0,143.0,352.0
0015715,800.0,600.0,32,153.0,334.0,205.0,367.0
0015715,800.0,600.0,32,196.0,320.0,245.0,360.0
0015715,800.0,600.0,32,162.0,359.0,215.0,394.0
0015715,800.0,600.0,32,108.0,385.0,156.0,428.0
0015715,800.0,600.0,32,87.0,421.0,142.0,459.0
0015715,800.0,600.0,32,103.0,459.0,154.0,500.0
0015715,800.0,600.0,32,280.0,423.0,329.0,470.0
0015715,800.0,600.0,32,235.0,517.0,286.0,551.0
0015715,800.0,600.0,32,236.0,557.0,273.0,597.0
0015715,800.0,600.0,32,459.0,502.0,497.0,550.0
0015715,800.0,600.0,32,378.0,420.0,426.0,470.0
0015715,800.0,600.0,32,432.0,395.0,475.0,442.0
0015715,800.0,600.0,32,452.0,375.0,505.0,419.0
0015715,800.0,600.0,32,502.0,359.0,554.0,402.0
0015715,800.0,600.0,32,604.0,386.0,655.0,424.0
0015715,800.0,600.0,8,498.0,86.0,534.0,116.0
0015715,800.0,600.0,8,222.0,372.0,258.0,397.0
0015715,800.0,600.0,8,330.0,507.0,370.0,530.0
0015715,800.0,600.0,8,303.0,469.0,342.0,505.0
0015716,800.0,600.0,8,274.0,122.0,311.0,151.0
0015716,800.0,600.0,8,186.0,202.0,225.0,235.0
0015716,800.0,600.0,7,351.0,71.0,389.0,118.0
0015716,800.0,600.0,16,406.0,49.0,452.0,91.0
0015716,800.0,600.0,6,547.0,73.0,588.0,105.0
0015716,800.0,600.0,7,552.0,125.0,589.0,156.0
0015717,800.0,600.0,32,369.0,159.0,421.0,207.0
0015717,800.0,600.0,32,409.0,129.0,452.0,176.0
0015717,800.0,600.0,32,418.0,344.0,455.0,393.0
0015717,800.0,600.0,32,251.0,481.0,301.0,519.0
0015717,800.0,600.0,32,83.0,547.0,134.0,577.0
0015717,800.0,600.0,32,350.0,508.0,396.0,558.0
0015717,800.0,600.0,32,407.0,437.0,460.0,474.0
0015717,800.0,600.0,32,463.0,484.0,515.0,522.0
0015717,800.0,600.0,32,486.0,562.0,534.0,600.0
0015717,800.0,600.0,32,435.0,510.0,478.0,557.0
0015717,800.0,600.0,32,393.0,549.0,437.0,586.0
0015717,800.0,600.0,6,254.0,300.0,302.0,348.0
0015717,800.0,600.0,8,414.0,54.0,446.0,94.0
0015717,800.0,600.0,8,533.0,108.0,567.0,134.0
0015719,800.0,600.0,32,74.0,170.0,107.0,215.0
0015719,800.0,600.0,32,227.0,214.0,271.0,255.0
0015719,800.0,600.0,32,272.0,140.0,313.0,194.0
0015719,800.0,600.0,32,335.0,167.0,378.0,225.0
0015719,800.0,600.0,32,451.0,137.0,496.0,194.0
0015719,800.0,600.0,32,457.0,192.0,501.0,246.0
0015719,800.0,600.0,32,732.0,135.0,774.0,174.0
0015719,800.0,600.0,32,759.0,233.0,798.0,272.0
0015719,800.0,600.0,32,384.0,534.0,434.0,574.0
0015719,800.0,600.0,8,579.0,451.0,614.0,476.0
0015720,800.0,600.0,11,631.0,149.0,662.0,185.0
0015723,800.0,600.0,32,195.0,48.0,239.0,99.0
0015723,800.0,600.0,32,480.0,3.0,513.0,37.0
0015723,800.0,600.0,32,415.0,165.0,451.0,217.0
0015723,800.0,600.0,32,442.0,191.0,489.0,233.0
0015723,800.0,600.0,32,500.0,159.0,539.0,206.0
0015723,800.0,600.0,32,527.0,189.0,579.0,231.0
0015723,800.0,600.0,32,734.0,154.0,772.0,199.0
0015723,800.0,600.0,32,737.0,250.0,783.0,287.0
0015723,800.0,600.0,32,532.0,267.0,574.0,314.0
0015723,800.0,600.0,32,106.0,313.0,156.0,358.0
0015723,800.0,600.0,32,558.0,551.0,600.0,586.0
0015723,800.0,600.0,32,513.0,525.0,548.0,570.0
0015723,800.0,600.0,32,499.0,476.0,538.0,522.0
0015723,800.0,600.0,32,466.0,401.0,517.0,446.0
0015723,800.0,600.0,32,541.0,388.0,585.0,430.0
0015723,800.0,600.0,32,556.0,411.0,602.0,451.0
0015723,800.0,600.0,32,436.0,520.0,474.0,565.0
0015723,800.0,600.0,32,359.0,548.0,400.0,593.0
0015723,800.0,600.0,32,399.0,528.0,431.0,568.0
0015723,800.0,600.0,32,379.0,506.0,410.0,553.0
0015723,800.0,600.0,32,312.0,536.0,351.0,581.0
0015723,800.0,600.0,32,174.0,529.0,223.0,569.0
0015723,800.0,600.0,32,330.0,517.0,379.0,551.0
0015723,800.0,600.0,32,305.0,491.0,339.0,539.0
0015723,800.0,600.0,32,330.0,480.0,374.0,523.0
0015723,800.0,600.0,32,412.0,486.0,450.0,525.0
0015723,800.0,600.0,32,367.0,463.0,415.0,508.0
0015723,800.0,600.0,32,358.0,413.0,395.0,467.0
0015723,800.0,600.0,32,306.0,419.0,355.0,457.0
0015723,800.0,600.0,32,367.0,219.0,420.0,256.0
0015723,800.0,600.0,32,435.0,261.0,473.0,316.0
0015723,800.0,600.0,32,396.0,264.0,435.0,312.0
0015723,800.0,600.0,32,299.0,385.0,342.0,423.0
0015723,800.0,600.0,32,324.0,366.0,364.0,408.0
0015723,800.0,600.0,32,349.0,355.0,389.0,402.0
0015723,800.0,600.0,32,388.0,346.0,432.0,397.0
0015723,800.0,600.0,32,427.0,349.0,473.0,384.0
0015723,800.0,600.0,32,336.0,321.0,384.0,363.0
0015723,800.0,600.0,32,301.0,323.0,340.0,369.0
0015723,800.0,600.0,32,263.0,368.0,306.0,403.0
0015723,800.0,600.0,32,264.0,335.0,304.0,375.0
0015723,800.0,600.0,32,236.0,322.0,284.0,365.0
0015723,800.0,600.0,32,224.0,295.0,270.0,339.0
0015723,800.0,600.0,32,199.0,284.0,246.0,321.0
0015723,800.0,600.0,32,337.0,281.0,381.0,324.0
0015723,800.0,600.0,32,336.0,258.0,378.0,293.0
0015723,800.0,600.0,32,293.0,295.0,338.0,331.0
0015723,800.0,600.0,32,300.0,256.0,333.0,303.0
0015723,800.0,600.0,32,312.0,229.0,350.0,267.0
0015723,800.0,600.0,32,321.0,200.0,365.0,246.0
0015723,800.0,600.0,32,284.0,194.0,321.0,240.0
0015723,800.0,600.0,32,277.0,249.0,312.0,281.0
0015723,800.0,600.0,32,260.0,275.0,294.0,315.0
0015723,800.0,600.0,32,219.0,245.0,258.0,287.0
0015723,800.0,600.0,32,242.0,235.0,284.0,278.0
0015723,800.0,600.0,32,246.0,207.0,289.0,254.0
0015724,800.0,600.0,12,264.0,35.0,295.0,77.0
0015725,800.0,600.0,32,534.0,226.0,571.0,296.0
0015725,800.0,600.0,32,472.0,519.0,517.0,562.0
0015725,800.0,600.0,32,239.0,463.0,281.0,514.0
0015725,800.0,600.0,32,46.0,426.0,92.0,473.0
0015725,800.0,600.0,8,297.0,75.0,340.0,106.0
0015725,800.0,600.0,8,179.0,70.0,210.0,101.0
0015726,800.0,600.0,32,80.0,403.0,130.0,450.0
0015726,800.0,600.0,32,422.0,372.0,474.0,427.0
0015726,800.0,600.0,32,701.0,338.0,744.0,379.0
0015726,800.0,600.0,8,350.0,168.0,377.0,200.0
0015726,800.0,600.0,8,355.0,119.0,389.0,151.0
0015726,800.0,600.0,8,260.0,65.0,285.0,89.0
0015726,800.0,600.0,8,324.0,8.0,342.0,43.0
0015726,800.0,600.0,8,569.0,532.0,598.0,561.0
0015726,800.0,600.0,12,575.0,467.0,610.0,503.0
0015728,800.0,600.0,32,335.0,321.0,381.0,372.0
0015728,800.0,600.0,32,588.0,407.0,630.0,458.0
0015728,800.0,600.0,32,608.0,44.0,648.0,94.0
0015728,800.0,600.0,13,391.0,48.0,461.0,108.0
0015728,800.0,600.0,6,314.0,139.0,377.0,190.0
0015728,800.0,600.0,6,302.0,31.0,348.0,69.0
0015728,800.0,600.0,6,352.0,47.0,400.0,93.0
0015728,800.0,600.0,7,232.0,142.0,264.0,178.0
0015728,800.0,600.0,6,407.0,122.0,448.0,163.0
0015728,800.0,600.0,8,458.0,175.0,495.0,208.0
0015728,800.0,600.0,7,597.0,350.0,639.0,388.0
0015729,800.0,600.0,6,243.0,496.0,304.0,540.0
0015729,800.0,600.0,12,329.0,520.0,368.0,555.0
0015729,800.0,600.0,8,437.0,313.0,476.0,343.0
0015729,800.0,600.0,8,263.0,118.0,290.0,150.0
0015729,800.0,600.0,8,322.0,161.0,355.0,198.0
0015729,800.0,600.0,8,659.0,85.0,685.0,120.0
0015729,800.0,600.0,32,248.0,75.0,296.0,123.0
0015729,800.0,600.0,32,309.0,86.0,352.0,128.0
0015729,800.0,600.0,32,360.0,171.0,402.0,223.0
0015729,800.0,600.0,32,497.0,57.0,534.0,106.0
0015729,800.0,600.0,32,530.0,122.0,580.0,159.0
0015729,800.0,600.0,32,503.0,146.0,549.0,200.0
0015729,800.0,600.0,32,465.0,179.0,513.0,223.0
0015729,800.0,600.0,32,511.0,212.0,553.0,271.0
0015729,800.0,600.0,32,676.0,257.0,712.0,300.0
0015729,800.0,600.0,32,575.0,275.0,610.0,332.0
0015729,800.0,600.0,32,625.0,325.0,659.0,375.0
0015729,800.0,600.0,32,302.0,198.0,344.0,244.0
0015729,800.0,600.0,32,338.0,242.0,372.0,288.0
0015729,800.0,600.0,32,383.0,259.0,433.0,301.0
0015729,800.0,600.0,32,393.0,293.0,432.0,342.0
0015729,800.0,600.0,32,381.0,334.0,429.0,367.0
0015729,800.0,600.0,32,375.0,360.0,415.0,405.0
0015729,800.0,600.0,32,436.0,380.0,489.0,418.0
0015729,800.0,600.0,32,344.0,305.0,397.0,346.0
0015729,800.0,600.0,32,345.0,281.0,395.0,318.0
0015729,800.0,600.0,32,315.0,267.0,349.0,316.0
0015729,800.0,600.0,32,287.0,245.0,323.0,295.0
0015729,800.0,600.0,32,23.0,254.0,55.0,303.0
0015729,800.0,600.0,32,97.0,204.0,145.0,242.0
0015729,800.0,600.0,32,179.0,210.0,219.0,255.0
0015729,800.0,600.0,32,217.0,241.0,255.0,289.0
0015729,800.0,600.0,32,173.0,247.0,205.0,298.0
0015729,800.0,600.0,32,188.0,260.0,223.0,307.0
0015729,800.0,600.0,32,222.0,268.0,271.0,306.0
0015729,800.0,600.0,32,244.0,294.0,290.0,333.0
0015729,800.0,600.0,32,208.0,292.0,246.0,331.0
0015729,800.0,600.0,32,168.0,309.0,206.0,349.0
0015729,800.0,600.0,32,242.0,332.0,292.0,370.0
0015729,800.0,600.0,32,173.0,366.0,217.0,403.0
0015729,800.0,600.0,32,197.0,392.0,242.0,427.0
0015729,800.0,600.0,32,238.0,404.0,270.0,451.0
0015729,800.0,600.0,32,229.0,369.0,273.0,406.0
0015729,800.0,600.0,32,266.0,359.0,304.0,410.0
0015729,800.0,600.0,32,203.0,442.0,237.0,488.0
0015729,800.0,600.0,32,80.0,485.0,122.0,523.0
0015729,800.0,600.0,32,611.0,551.0,661.0,583.0
0015729,800.0,600.0,32,389.0,542.0,432.0,583.0
0015729,800.0,600.0,32,373.0,573.0,415.0,600.0
0015729,800.0,600.0,32,329.0,564.0,367.0,600.0
0015729,800.0,600.0,32,295.0,573.0,331.0,600.0
0015729,800.0,600.0,32,418.0,530.0,454.0,564.0
0015729,800.0,600.0,32,448.0,534.0,498.0,573.0
0015729,800.0,600.0,32,435.0,501.0,472.0,548.0
0015729,800.0,600.0,32,475.0,488.0,509.0,533.0
0015729,800.0,600.0,32,501.0,501.0,551.0,548.0
0015729,800.0,600.0,32,358.0,501.0,409.0,538.0
0015729,800.0,600.0,32,375.0,478.0,421.0,517.0
0015729,800.0,600.0,32,397.0,458.0,441.0,491.0
0015729,800.0,600.0,32,335.0,461.0,375.0,504.0
0015729,800.0,600.0,32,350.0,423.0,386.0,474.0
0015729,800.0,600.0,32,497.0,451.0,543.0,494.0
0015729,800.0,600.0,32,562.0,426.0,608.0,470.0
0015729,800.0,600.0,32,423.0,416.0,460.0,463.0
0015729,800.0,600.0,32,449.0,441.0,486.0,491.0
0015729,800.0,600.0,32,272.0,463.0,326.0,505.0
0015730,800.0,600.0,12,319.0,71.0,355.0,119.0
0015730,800.0,600.0,8,382.0,112.0,403.0,143.0
0015730,800.0,600.0,7,377.0,99.0,417.0,135.0
0015730,800.0,600.0,7,490.0,162.0,525.0,195.0
0015730,800.0,600.0,12,437.0,201.0,475.0,250.0
0015732,800.0,600.0,34,306.0,200.0,358.0,275.0
0015732,800.0,600.0,7,214.0,229.0,246.0,266.0
0015732,800.0,600.0,7,254.0,199.0,307.0,242.0
0015732,800.0,600.0,7,261.0,265.0,301.0,302.0
0015732,800.0,600.0,7,381.0,151.0,414.0,187.0
0015732,800.0,600.0,7,409.0,200.0,450.0,235.0
0015732,800.0,600.0,7,573.0,192.0,612.0,235.0
0015732,800.0,600.0,7,314.0,71.0,347.0,109.0
0015732,800.0,600.0,7,450.0,80.0,487.0,117.0
0015732,800.0,600.0,7,441.0,3.0,477.0,32.0
0015732,800.0,600.0,12,352.0,254.0,387.0,294.0
0015732,800.0,600.0,12,426.0,138.0,467.0,172.0
0015732,800.0,600.0,8,210.0,352.0,236.0,382.0
0015732,800.0,600.0,8,349.0,83.0,375.0,112.0
0015733,800.0,600.0,8,316.0,37.0,348.0,68.0
0015733,800.0,600.0,8,439.0,115.0,484.0,151.0
0015733,800.0,600.0,5,532.0,161.0,570.0,218.0
0015735,800.0,600.0,32,273.0,71.0,334.0,132.0
0015735,800.0,600.0,32,470.0,190.0,509.0,251.0
0015735,800.0,600.0,32,198.0,349.0,238.0,404.0
0015735,800.0,600.0,32,523.0,474.0,565.0,522.0
0015735,800.0,600.0,6,278.0,127.0,318.0,168.0
0015735,800.0,600.0,8,242.0,330.0,274.0,360.0
0015736,800.0,600.0,7,180.0,255.0,219.0,298.0
0015736,800.0,600.0,6,130.0,408.0,167.0,460.0
0015736,800.0,600.0,6,178.0,478.0,216.0,520.0
0015736,800.0,600.0,7,589.0,488.0,624.0,527.0
0015736,800.0,600.0,8,433.0,63.0,457.0,95.0
0015737,800.0,600.0,32,80.0,325.0,133.0,363.0
0015737,800.0,600.0,32,307.0,262.0,350.0,310.0
0015737,800.0,600.0,32,355.0,249.0,395.0,309.0
0015737,800.0,600.0,32,296.0,162.0,333.0,221.0
0015737,800.0,600.0,32,321.0,175.0,354.0,223.0
0015737,800.0,600.0,32,612.0,192.0,665.0,240.0
0015737,800.0,600.0,32,489.0,321.0,534.0,366.0
0015737,800.0,600.0,32,428.0,447.0,472.0,488.0
0015737,800.0,600.0,32,503.0,422.0,545.0,477.0
0015737,800.0,600.0,8,153.0,262.0,185.0,294.0
0015738,800.0,600.0,32,131.0,79.0,171.0,128.0
0015738,800.0,600.0,8,121.0,141.0,152.0,170.0
0015738,800.0,600.0,32,301.0,430.0,357.0,470.0
0015738,800.0,600.0,32,701.0,466.0,744.0,509.0
0015738,800.0,600.0,32,467.0,306.0,516.0,353.0
0015738,800.0,600.0,32,506.0,300.0,554.0,350.0
0015738,800.0,600.0,32,561.0,226.0,611.0,255.0
0015741,800.0,600.0,32,140.0,248.0,178.0,301.0
0015744,800.0,600.0,32,583.0,252.0,618.0,300.0
0015744,800.0,600.0,32,639.0,414.0,686.0,461.0
0015744,800.0,600.0,32,771.0,248.0,800.0,287.0
0015744,800.0,600.0,32,477.0,438.0,530.0,483.0
0015744,800.0,600.0,32,83.0,499.0,130.0,541.0
0015744,800.0,600.0,31,401.0,197.0,445.0,254.0
0015744,800.0,600.0,8,241.0,173.0,272.0,206.0
0015744,800.0,600.0,8,310.0,104.0,335.0,137.0
0015745,800.0,600.0,11,112.0,56.0,142.0,91.0
0015745,800.0,600.0,11,581.0,281.0,616.0,310.0
0015745,800.0,600.0,11,491.0,63.0,520.0,107.0
0015746,800.0,600.0,32,87.0,139.0,125.0,196.0
0015746,800.0,600.0,32,314.0,229.0,353.0,277.0
0015746,800.0,600.0,32,555.0,40.0,603.0,79.0
0015746,800.0,600.0,32,543.0,302.0,596.0,340.0
0015746,800.0,600.0,32,527.0,401.0,579.0,444.0
0015746,800.0,600.0,6,185.0,83.0,234.0,129.0
0015746,800.0,600.0,24,195.0,178.0,240.0,217.0
0015746,800.0,600.0,24,183.0,239.0,234.0,291.0
0015746,800.0,600.0,6,141.0,241.0,187.0,279.0
0015746,800.0,600.0,6,276.0,167.0,315.0,211.0
0015746,800.0,600.0,7,325.0,83.0,360.0,114.0
0015746,800.0,600.0,7,293.0,98.0,335.0,135.0
0015746,800.0,600.0,8,157.0,220.0,178.0,250.0
0015746,800.0,600.0,8,255.0,168.0,276.0,203.0
0015746,800.0,600.0,8,337.0,171.0,381.0,209.0
0015746,800.0,600.0,8,443.0,76.0,471.0,106.0
0015746,800.0,600.0,7,477.0,58.0,512.0,88.0
0015746,800.0,600.0,6,594.0,257.0,631.0,312.0
0015746,800.0,600.0,13,411.0,216.0,469.0,260.0
0015746,800.0,600.0,32,728.0,230.0,767.0,273.0
0015746,800.0,600.0,8,223.0,492.0,254.0,525.0
0015746,800.0,600.0,8,511.0,549.0,537.0,572.0
0015748,800.0,600.0,6,438.0,63.0,485.0,111.0
0015748,800.0,600.0,8,367.0,24.0,392.0,54.0
0015748,800.0,600.0,6,314.0,246.0,355.0,296.0
0015748,800.0,600.0,8,517.0,201.0,545.0,233.0
0015748,800.0,600.0,8,471.0,131.0,504.0,161.0
0015749,800.0,600.0,32,6.0,330.0,50.0,371.0
0015749,800.0,600.0,32,196.0,241.0,233.0,303.0
0015749,800.0,600.0,32,319.0,201.0,361.0,262.0
0015749,800.0,600.0,32,267.0,369.0,323.0,413.0
0015749,800.0,600.0,32,324.0,429.0,372.0,477.0
0015749,800.0,600.0,32,465.0,514.0,517.0,577.0
0015749,800.0,600.0,8,477.0,65.0,507.0,94.0
0015749,800.0,600.0,8,218.0,110.0,243.0,136.0
0015749,800.0,600.0,7,262.0,280.0,298.0,323.0
0015750,800.0,600.0,32,182.0,131.0,226.0,172.0
0015750,800.0,600.0,32,246.0,174.0,287.0,226.0
0015750,800.0,600.0,32,166.0,272.0,217.0,315.0
0015750,800.0,600.0,32,283.0,305.0,324.0,362.0
0015750,800.0,600.0,32,289.0,387.0,327.0,432.0
0015750,800.0,600.0,32,362.0,287.0,424.0,326.0
0015750,800.0,600.0,32,660.0,338.0,706.0,386.0
0015750,800.0,600.0,8,365.0,135.0,399.0,163.0
0015752,800.0,600.0,32,551.0,273.0,591.0,318.0
0015752,800.0,600.0,6,418.0,271.0,460.0,321.0
0015752,800.0,600.0,8,392.0,288.0,422.0,311.0
0015752,800.0,600.0,8,273.0,124.0,306.0,152.0
0015753,800.0,600.0,32,299.0,217.0,361.0,260.0
0015753,800.0,600.0,13,282.0,284.0,337.0,355.0
0015753,800.0,600.0,8,352.0,51.0,381.0,83.0
0015753,800.0,600.0,8,487.0,62.0,519.0,90.0
0015753,800.0,600.0,7,211.0,100.0,266.0,138.0
0015753,800.0,600.0,8,341.0,153.0,376.0,188.0
0015753,800.0,600.0,8,279.0,176.0,304.0,212.0
0015753,800.0,600.0,8,196.0,142.0,221.0,172.0
0015753,800.0,600.0,8,148.0,213.0,179.0,248.0
0015753,800.0,600.0,8,103.0,286.0,138.0,317.0
0015753,800.0,600.0,8,220.0,220.0,253.0,256.0
0015753,800.0,600.0,6,167.0,239.0,213.0,283.0
0015753,800.0,600.0,7,247.0,254.0,280.0,291.0
0015753,800.0,600.0,8,520.0,480.0,557.0,517.0
0015753,800.0,600.0,8,575.0,527.0,612.0,563.0
0015753,800.0,600.0,7,612.0,346.0,661.0,403.0
0015753,800.0,600.0,31,672.0,532.0,714.0,582.0
0015755,800.0,600.0,12,271.0,189.0,311.0,231.0
0015758,800.0,600.0,7,409.0,142.0,465.0,184.0
0015759,800.0,600.0,32,329.0,321.0,366.0,370.0
0015759,800.0,600.0,8,249.0,27.0,277.0,59.0
0015759,800.0,600.0,8,298.0,39.0,330.0,74.0
0015759,800.0,600.0,8,365.0,80.0,395.0,113.0
0015759,800.0,600.0,8,394.0,103.0,423.0,127.0
0015759,800.0,600.0,7,193.0,176.0,220.0,209.0
0015761,800.0,600.0,7,284.0,76.0,323.0,112.0
0015761,800.0,600.0,7,506.0,84.0,543.0,121.0
0015761,800.0,600.0,11,309.0,91.0,346.0,121.0
0015761,800.0,600.0,8,196.0,175.0,226.0,206.0
0015763,800.0,600.0,34,199.0,267.0,254.0,360.0
0015763,800.0,600.0,7,384.0,15.0,419.0,54.0
0015763,800.0,600.0,7,390.0,56.0,427.0,106.0
0015763,800.0,600.0,7,433.0,81.0,498.0,117.0
0015763,800.0,600.0,6,364.0,93.0,419.0,140.0
0015763,800.0,600.0,7,308.0,133.0,342.0,165.0
0015763,800.0,600.0,7,217.0,142.0,258.0,179.0
0015763,800.0,600.0,7,107.0,199.0,148.0,240.0
0015763,800.0,600.0,7,115.0,245.0,151.0,284.0
0015763,800.0,600.0,7,100.0,273.0,130.0,310.0
0015763,800.0,600.0,7,437.0,302.0,482.0,349.0
0015763,800.0,600.0,6,46.0,355.0,76.0,401.0
0015763,800.0,600.0,7,553.0,185.0,594.0,229.0
0015764,800.0,600.0,7,238.0,149.0,275.0,192.0
0015764,800.0,600.0,6,440.0,123.0,478.0,167.0
0015764,800.0,600.0,8,315.0,46.0,350.0,79.0
0015764,800.0,600.0,8,378.0,65.0,413.0,91.0
0015764,800.0,600.0,8,348.0,133.0,382.0,166.0
0015764,800.0,600.0,8,418.0,160.0,442.0,193.0
0015764,800.0,600.0,8,480.0,64.0,503.0,98.0
0015764,800.0,600.0,8,484.0,104.0,510.0,133.0
0015764,800.0,600.0,8,466.0,111.0,495.0,148.0
0015766,800.0,600.0,7,415.0,41.0,466.0,75.0
0015766,800.0,600.0,7,477.0,108.0,513.0,148.0
0015766,800.0,600.0,12,285.0,136.0,324.0,171.0
0015767,800.0,600.0,32,183.0,226.0,231.0,266.0
0015767,800.0,600.0,32,248.0,288.0,301.0,331.0
0015767,800.0,600.0,32,443.0,338.0,485.0,394.0
0015767,800.0,600.0,32,375.0,397.0,432.0,432.0
0015767,800.0,600.0,32,288.0,559.0,330.0,598.0
0015767,800.0,600.0,32,766.0,239.0,795.0,282.0
0015767,800.0,600.0,32,745.0,273.0,783.0,308.0
0015770,800.0,600.0,15,301.0,90.0,356.0,145.0
0015770,800.0,600.0,6,246.0,208.0,299.0,250.0
0015770,800.0,600.0,6,439.0,45.0,485.0,95.0
0015770,800.0,600.0,6,136.0,265.0,174.0,311.0
0015770,800.0,600.0,5,363.0,88.0,413.0,145.0
0015770,800.0,600.0,24,392.0,64.0,449.0,121.0
0015770,800.0,600.0,8,203.0,67.0,223.0,100.0
0015770,800.0,600.0,8,332.0,48.0,371.0,77.0
0015770,800.0,600.0,7,281.0,427.0,324.0,472.0
0015771,800.0,600.0,6,194.0,142.0,242.0,192.0
0015771,800.0,600.0,6,406.0,136.0,457.0,182.0
0015771,800.0,600.0,32,162.0,233.0,204.0,289.0
0015771,800.0,600.0,32,227.0,528.0,287.0,568.0
0015772,800.0,600.0,11,463.0,142.0,497.0,176.0
0015772,800.0,600.0,11,506.0,225.0,542.0,248.0
0015773,800.0,600.0,11,414.0,170.0,444.0,213.0
0015774,800.0,600.0,34,479.0,188.0,528.0,272.0
0015774,800.0,600.0,7,293.0,1.0,337.0,35.0
0015776,800.0,600.0,12,366.0,81.0,405.0,120.0
0015776,800.0,600.0,7,367.0,34.0,409.0,66.0
0015776,800.0,600.0,7,388.0,59.0,414.0,92.0
0015776,800.0,600.0,7,296.0,95.0,328.0,131.0
0015776,800.0,600.0,7,245.0,102.0,286.0,133.0
0015776,800.0,600.0,7,260.0,169.0,299.0,208.0
0015776,800.0,600.0,7,291.0,184.0,318.0,220.0
0015776,800.0,600.0,7,428.0,203.0,463.0,235.0
0015776,800.0,600.0,7,321.0,302.0,359.0,340.0
0015776,800.0,600.0,7,534.0,212.0,572.0,242.0
0015778,800.0,600.0,6,173.0,379.0,215.0,433.0
0015779,800.0,600.0,5,306.0,98.0,348.0,148.0
0015779,800.0,600.0,8,543.0,101.0,570.0,134.0
0015780,800.0,600.0,13,279.0,253.0,341.0,325.0
0015780,800.0,600.0,8,184.0,122.0,213.0,159.0
0015780,800.0,600.0,8,266.0,196.0,296.0,225.0
0015780,800.0,600.0,14,115.0,234.0,130.0,254.0
0015780,800.0,600.0,8,267.0,237.0,303.0,266.0
0015780,800.0,600.0,8,468.0,86.0,501.0,119.0
0015780,800.0,600.0,8,544.0,136.0,575.0,162.0
0015780,800.0,600.0,8,564.0,117.0,601.0,143.0
0015780,800.0,600.0,8,532.0,159.0,557.0,193.0
0015780,800.0,600.0,8,724.0,121.0,747.0,149.0
